
========> The following is the setup for this run:

2021_8_6_22_50_49_data_cifar10_arch_resnet18_init_kaimingn_GPUs_1_minib_128_opt_SGD+M_lr_1.04_lrpolicy_cosine_lr_ep_160

arch: resnet18
pretrained: False
resume: 
dataname: cifar10
datapath: ./data/cifar10/
workers: 20
batch_size: 128
init_policy: kaimingn
init_kaiming_mode: fan_in
init_kaiming_nonlinearity: relu
init_bias: zero
optimizer: SGD+M
epochs: 160
initial_epoch: 0
label_smoothing: 0.0
weight_decay: 0.0001
lr: 1.04
lr_policy: cosine_lr
warmup_length: 0
lr_gamma: 0.1
lr_steps: [80, 120]
lowest_lr: 0.001
scale_coslr: 0.05
exp_coslr: 1
normal_exp_scale: 1500
momentum: 0.9
nesterov: False
evaluate: False
print_freq_tr: 10
print_freq_ts: 10
config: cifar10_resnet18_train
logterminal: False
save_stages: False
gpu_idx: ['5']
local_rank: 0
channels_last: False
distributed: False
world_size: 1

=> Global rank of the current node is 0 and the process id is 49411.
=> There are 1 process(es) runing on GPU(s).
=> Visible GPU(s) are ['5'] for running 1 process(es).
=> Execute `nvidia-smi` on a differnt terminal to see used GPUs.
=> GPU 5 whose id is 0 is being used for training of the current process.

Files already downloaded and verified
=> The model, i.e., resnet18, is being replicated on 1 processes.

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [  10/ 391] | Time(avg): 3.10 | Speed: (pics/sec):   413
Learning rate: 1.0400 | Curr loss: 6.6013 | Avg loss: 22.2406 | Prec@1(avg) 8.12 % | Prec@5(avg) 46.25 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [  20/ 391] | Time(avg): 2.42 | Speed: (pics/sec):   529
Learning rate: 1.0400 | Curr loss: 3.6191 | Avg loss: 13.1391 | Prec@1(avg) 9.92 % | Prec@5(avg) 48.87 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [  30/ 391] | Time(avg): 2.31 | Speed: (pics/sec):   555
Learning rate: 1.0400 | Curr loss: 2.5926 | Avg loss: 9.7311 | Prec@1(avg) 10.44 % | Prec@5(avg) 50.83 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [  40/ 391] | Time(avg): 2.29 | Speed: (pics/sec):   559
Learning rate: 1.0400 | Curr loss: 2.3250 | Avg loss: 7.9169 | Prec@1(avg) 10.55 % | Prec@5(avg) 51.39 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [  50/ 391] | Time(avg): 2.26 | Speed: (pics/sec):   566
Learning rate: 1.0400 | Curr loss: 2.3699 | Avg loss: 6.8209 | Prec@1(avg) 10.53 % | Prec@5(avg) 51.09 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [  60/ 391] | Time(avg): 2.24 | Speed: (pics/sec):   572
Learning rate: 1.0400 | Curr loss: 2.4791 | Avg loss: 6.0882 | Prec@1(avg) 10.65 % | Prec@5(avg) 51.08 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [  70/ 391] | Time(avg): 2.18 | Speed: (pics/sec):   588
Learning rate: 1.0400 | Curr loss: 2.3601 | Avg loss: 5.5589 | Prec@1(avg) 10.59 % | Prec@5(avg) 51.17 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [  80/ 391] | Time(avg): 2.20 | Speed: (pics/sec):   582
Learning rate: 1.0400 | Curr loss: 2.5450 | Avg loss: 5.1663 | Prec@1(avg) 10.46 % | Prec@5(avg) 51.13 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [  90/ 391] | Time(avg): 2.19 | Speed: (pics/sec):   584
Learning rate: 1.0400 | Curr loss: 2.3776 | Avg loss: 4.8593 | Prec@1(avg) 10.52 % | Prec@5(avg) 51.08 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 100/ 391] | Time(avg): 2.16 | Speed: (pics/sec):   592
Learning rate: 1.0400 | Curr loss: 2.3760 | Avg loss: 4.6098 | Prec@1(avg) 10.46 % | Prec@5(avg) 50.80 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 110/ 391] | Time(avg): 2.17 | Speed: (pics/sec):   590
Learning rate: 1.0400 | Curr loss: 2.3535 | Avg loss: 4.4033 | Prec@1(avg) 10.40 % | Prec@5(avg) 50.83 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 120/ 391] | Time(avg): 2.14 | Speed: (pics/sec):   597
Learning rate: 1.0400 | Curr loss: 2.3248 | Avg loss: 4.2311 | Prec@1(avg) 10.44 % | Prec@5(avg) 50.88 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 130/ 391] | Time(avg): 2.13 | Speed: (pics/sec):   600
Learning rate: 1.0400 | Curr loss: 2.3382 | Avg loss: 4.0848 | Prec@1(avg) 10.56 % | Prec@5(avg) 51.21 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 140/ 391] | Time(avg): 2.12 | Speed: (pics/sec):   603
Learning rate: 1.0400 | Curr loss: 2.3500 | Avg loss: 3.9601 | Prec@1(avg) 10.67 % | Prec@5(avg) 51.33 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 150/ 391] | Time(avg): 2.14 | Speed: (pics/sec):   599
Learning rate: 1.0400 | Curr loss: 2.2713 | Avg loss: 3.8507 | Prec@1(avg) 10.74 % | Prec@5(avg) 51.55 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 160/ 391] | Time(avg): 2.13 | Speed: (pics/sec):   602
Learning rate: 1.0400 | Curr loss: 2.2755 | Avg loss: 3.7535 | Prec@1(avg) 11.05 % | Prec@5(avg) 51.99 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 170/ 391] | Time(avg): 2.12 | Speed: (pics/sec):   605
Learning rate: 1.0400 | Curr loss: 2.2674 | Avg loss: 3.6673 | Prec@1(avg) 11.28 % | Prec@5(avg) 52.44 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 180/ 391] | Time(avg): 2.12 | Speed: (pics/sec):   603
Learning rate: 1.0400 | Curr loss: 2.2566 | Avg loss: 3.5902 | Prec@1(avg) 11.38 % | Prec@5(avg) 52.87 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 190/ 391] | Time(avg): 2.13 | Speed: (pics/sec):   600
Learning rate: 1.0400 | Curr loss: 2.2791 | Avg loss: 3.5199 | Prec@1(avg) 11.60 % | Prec@5(avg) 53.38 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 200/ 391] | Time(avg): 2.11 | Speed: (pics/sec):   608
Learning rate: 1.0400 | Curr loss: 2.3004 | Avg loss: 3.4570 | Prec@1(avg) 11.77 % | Prec@5(avg) 53.85 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 210/ 391] | Time(avg): 2.10 | Speed: (pics/sec):   610
Learning rate: 1.0400 | Curr loss: 2.2098 | Avg loss: 3.4008 | Prec@1(avg) 11.95 % | Prec@5(avg) 54.34 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 220/ 391] | Time(avg): 2.10 | Speed: (pics/sec):   611
Learning rate: 1.0400 | Curr loss: 2.1248 | Avg loss: 3.3475 | Prec@1(avg) 12.23 % | Prec@5(avg) 54.92 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 230/ 391] | Time(avg): 2.08 | Speed: (pics/sec):   617
Learning rate: 1.0400 | Curr loss: 2.1974 | Avg loss: 3.2985 | Prec@1(avg) 12.43 % | Prec@5(avg) 55.58 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 240/ 391] | Time(avg): 2.07 | Speed: (pics/sec):   618
Learning rate: 1.0400 | Curr loss: 2.1589 | Avg loss: 3.2515 | Prec@1(avg) 12.64 % | Prec@5(avg) 56.15 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 250/ 391] | Time(avg): 2.05 | Speed: (pics/sec):   624
Learning rate: 1.0400 | Curr loss: 2.1826 | Avg loss: 3.2111 | Prec@1(avg) 12.73 % | Prec@5(avg) 56.61 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 260/ 391] | Time(avg): 2.04 | Speed: (pics/sec):   627
Learning rate: 1.0400 | Curr loss: 2.2094 | Avg loss: 3.1736 | Prec@1(avg) 12.85 % | Prec@5(avg) 57.03 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 270/ 391] | Time(avg): 2.03 | Speed: (pics/sec):   631
Learning rate: 1.0400 | Curr loss: 2.1147 | Avg loss: 3.1360 | Prec@1(avg) 13.06 % | Prec@5(avg) 57.59 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 280/ 391] | Time(avg): 2.01 | Speed: (pics/sec):   636
Learning rate: 1.0400 | Curr loss: 2.1561 | Avg loss: 3.1003 | Prec@1(avg) 13.27 % | Prec@5(avg) 58.09 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 290/ 391] | Time(avg): 1.99 | Speed: (pics/sec):   642
Learning rate: 1.0400 | Curr loss: 2.4562 | Avg loss: 3.0695 | Prec@1(avg) 13.41 % | Prec@5(avg) 58.46 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 300/ 391] | Time(avg): 1.98 | Speed: (pics/sec):   647
Learning rate: 1.0400 | Curr loss: 2.2147 | Avg loss: 3.0403 | Prec@1(avg) 13.55 % | Prec@5(avg) 58.86 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 310/ 391] | Time(avg): 1.97 | Speed: (pics/sec):   649
Learning rate: 1.0400 | Curr loss: 2.1162 | Avg loss: 3.0109 | Prec@1(avg) 13.72 % | Prec@5(avg) 59.33 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 320/ 391] | Time(avg): 1.96 | Speed: (pics/sec):   651
Learning rate: 1.0400 | Curr loss: 2.1464 | Avg loss: 2.9840 | Prec@1(avg) 13.78 % | Prec@5(avg) 59.76 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 330/ 391] | Time(avg): 1.98 | Speed: (pics/sec):   648
Learning rate: 1.0400 | Curr loss: 2.1079 | Avg loss: 2.9580 | Prec@1(avg) 13.93 % | Prec@5(avg) 60.11 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 340/ 391] | Time(avg): 1.99 | Speed: (pics/sec):   643
Learning rate: 1.0400 | Curr loss: 2.0725 | Avg loss: 2.9347 | Prec@1(avg) 14.05 % | Prec@5(avg) 60.52 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 350/ 391] | Time(avg): 1.99 | Speed: (pics/sec):   644
Learning rate: 1.0400 | Curr loss: 2.0741 | Avg loss: 2.9107 | Prec@1(avg) 14.17 % | Prec@5(avg) 60.88 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 360/ 391] | Time(avg): 1.98 | Speed: (pics/sec):   645
Learning rate: 1.0400 | Curr loss: 2.1664 | Avg loss: 2.8896 | Prec@1(avg) 14.30 % | Prec@5(avg) 61.15 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 370/ 391] | Time(avg): 1.98 | Speed: (pics/sec):   647
Learning rate: 1.0400 | Curr loss: 2.1415 | Avg loss: 2.8706 | Prec@1(avg) 14.39 % | Prec@5(avg) 61.33 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 380/ 391] | Time(avg): 1.98 | Speed: (pics/sec):   647
Learning rate: 1.0400 | Curr loss: 2.1422 | Avg loss: 2.8516 | Prec@1(avg) 14.51 % | Prec@5(avg) 61.64 %

Training: Num of GPUs: 1 | Epoch: [ 1/160] | [ 390/ 391] | Time(avg): 1.97 | Speed: (pics/sec):   649
Learning rate: 1.0400 | Curr loss: 2.0936 | Avg loss: 2.8321 | Prec@1(avg) 14.63 % | Prec@5(avg) 62.01 %

Validation: Epoch: [ 1/160] | Seen data: [  10/  79] | Time(avg): 0.70 | Speed: (pics/sec):  1840
Curr loss: 2.1617 | Avg loss: 2.0944 | Prec@1(avg) 19.45 % | Prec@5(avg) 76.41 %

Validation: Epoch: [ 1/160] | Seen data: [  20/  79] | Time(avg): 0.38 | Speed: (pics/sec):  3373
Curr loss: 2.0493 | Avg loss: 2.0933 | Prec@1(avg) 19.18 % | Prec@5(avg) 76.33 %

Validation: Epoch: [ 1/160] | Seen data: [  30/  79] | Time(avg): 0.27 | Speed: (pics/sec):  4661
Curr loss: 2.1040 | Avg loss: 2.1028 | Prec@1(avg) 18.75 % | Prec@5(avg) 75.96 %

Validation: Epoch: [ 1/160] | Seen data: [  40/  79] | Time(avg): 0.23 | Speed: (pics/sec):  5682
Curr loss: 2.1526 | Avg loss: 2.1005 | Prec@1(avg) 18.59 % | Prec@5(avg) 75.90 %

Validation: Epoch: [ 1/160] | Seen data: [  50/  79] | Time(avg): 0.19 | Speed: (pics/sec):  6627
Curr loss: 2.0533 | Avg loss: 2.1030 | Prec@1(avg) 18.94 % | Prec@5(avg) 75.31 %

