
========> The following is the setup for this run:

2021_7_29_15_41_4_data_cifar10_arch_vgg16_init_kaimingn_GPUs_1_minib_128_opt_SGD+M_lr_0.05_lrpolicy_cosine_lr_ep_1

arch: vgg16
pretrained: False
resume: 
dataname: cifar10
datapath: ./data/cifar10/
workers: 20
batch_size: 128
init_policy: kaimingn
init_kaiming_mode: fan_in
init_kaiming_nonlinearity: relu
init_bias: zero
optimizer: SGD+M
epochs: 1
initial_epoch: 0
label_smoothing: 0.0
weight_decay: 0.0005
lr: 0.05
lr_policy: cosine_lr
warmup_length: 0
lr_gamma: 0.1
lr_steps: [80, 120]
lowest_lr: 0.0
scale_coslr: 1.02
exp_coslr: 1
normal_exp_scale: 1500
momentum: 0.9
nesterov: False
evaluate: False
print_freq_tr: 10
print_freq_ts: 10
config: cifar10_vgg16_train
logterminal: True
save_stages: False
gpu_idx: ['0']
local_rank: 0
channels_last: False
distributed: False
world_size: 1

=> Global rank of the current node is 0 and the process id is 37873.
=> There are 1 process(es) runing on GPU(s).
=> Visible GPU(s) are ['0'] for running 1 process(es).
=> Execute `nvidia-smi` on a differnt terminal to see used GPUs.
=> GPU 0 whose id is 0 is being used for training of the current process.

Files already downloaded and verified
=> The model, i.e., vgg16, is being replicated on 1 processes.

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  10/ 391] | Time(avg): 1.70 | Speed: (pics/sec):   752
Learning rate: 0.05000000 | Curr loss: 9.2593 | Avg loss: 7.3442 | Prec@1(avg) 12.81 % | Prec@5(avg) 51.72 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  20/ 391] | Time(avg): 1.05 | Speed: (pics/sec):  1221
Learning rate: 0.05000000 | Curr loss: 6.8228 | Avg loss: 6.0668 | Prec@1(avg) 11.72 % | Prec@5(avg) 49.65 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  30/ 391] | Time(avg): 0.83 | Speed: (pics/sec):  1542
Learning rate: 0.05000000 | Curr loss: 3.6832 | Avg loss: 5.3378 | Prec@1(avg) 11.25 % | Prec@5(avg) 49.38 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  40/ 391] | Time(avg): 0.72 | Speed: (pics/sec):  1776
Learning rate: 0.05000000 | Curr loss: 3.9728 | Avg loss: 4.7859 | Prec@1(avg) 10.90 % | Prec@5(avg) 49.16 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  50/ 391] | Time(avg): 0.66 | Speed: (pics/sec):  1953
Learning rate: 0.05000000 | Curr loss: 2.4332 | Avg loss: 4.3910 | Prec@1(avg) 10.83 % | Prec@5(avg) 49.22 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  60/ 391] | Time(avg): 0.62 | Speed: (pics/sec):  2080
Learning rate: 0.05000000 | Curr loss: 2.5408 | Avg loss: 4.0720 | Prec@1(avg) 10.81 % | Prec@5(avg) 50.21 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  70/ 391] | Time(avg): 0.58 | Speed: (pics/sec):  2190
Learning rate: 0.05000000 | Curr loss: 2.2714 | Avg loss: 3.8335 | Prec@1(avg) 10.89 % | Prec@5(avg) 50.28 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  80/ 391] | Time(avg): 0.56 | Speed: (pics/sec):  2278
Learning rate: 0.05000000 | Curr loss: 2.3694 | Avg loss: 3.6716 | Prec@1(avg) 11.13 % | Prec@5(avg) 50.72 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  90/ 391] | Time(avg): 0.55 | Speed: (pics/sec):  2348
Learning rate: 0.05000000 | Curr loss: 2.4316 | Avg loss: 3.5280 | Prec@1(avg) 11.10 % | Prec@5(avg) 50.88 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 100/ 391] | Time(avg): 0.53 | Speed: (pics/sec):  2402
Learning rate: 0.05000000 | Curr loss: 2.2891 | Avg loss: 3.4085 | Prec@1(avg) 11.18 % | Prec@5(avg) 50.91 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 110/ 391] | Time(avg): 0.52 | Speed: (pics/sec):  2439
Learning rate: 0.05000000 | Curr loss: 2.2722 | Avg loss: 3.3089 | Prec@1(avg) 11.06 % | Prec@5(avg) 51.07 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 120/ 391] | Time(avg): 0.53 | Speed: (pics/sec):  2436
Learning rate: 0.05000000 | Curr loss: 2.5082 | Avg loss: 3.2275 | Prec@1(avg) 11.11 % | Prec@5(avg) 51.28 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 130/ 391] | Time(avg): 0.52 | Speed: (pics/sec):  2484
Learning rate: 0.05000000 | Curr loss: 2.2655 | Avg loss: 3.1552 | Prec@1(avg) 11.06 % | Prec@5(avg) 51.48 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 140/ 391] | Time(avg): 0.51 | Speed: (pics/sec):  2521
Learning rate: 0.05000000 | Curr loss: 2.5239 | Avg loss: 3.0969 | Prec@1(avg) 10.97 % | Prec@5(avg) 51.49 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 150/ 391] | Time(avg): 0.50 | Speed: (pics/sec):  2539
Learning rate: 0.05000000 | Curr loss: 2.2673 | Avg loss: 3.0442 | Prec@1(avg) 11.00 % | Prec@5(avg) 51.57 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 160/ 391] | Time(avg): 0.50 | Speed: (pics/sec):  2546
Learning rate: 0.05000000 | Curr loss: 2.2789 | Avg loss: 2.9979 | Prec@1(avg) 10.95 % | Prec@5(avg) 51.48 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 170/ 391] | Time(avg): 0.50 | Speed: (pics/sec):  2562
