
========> The following is the setup for this run:

2021_7_29_1_32_17_data_mnist_arch_conv2a_init_kaimingn_GPUs_1_minib_60_opt_Adam_lr_0.0002_lrpolicy_constant_lr_ep_1

arch: conv2a
pretrained: False
resume: 
dataname: mnist
datapath: ./data/mnist/
workers: 20
batch_size: 60
init_policy: kaimingn
init_kaiming_mode: fan_in
init_kaiming_nonlinearity: relu
init_bias: zero
optimizer: Adam
epochs: 1
initial_epoch: 0
label_smoothing: 0.0
weight_decay: 0.0
lr: 0.0002
lr_policy: constant_lr
warmup_length: 0
lr_gamma: 0.0
lr_steps: None
lowest_lr: 0.0001
scale_coslr: 1
exp_coslr: 1
normal_exp_scale: 1500
momentum: 0.0
nesterov: False
evaluate: False
print_freq_tr: 10
print_freq_ts: 10
config: mnist_conv2a_train
logterminal: True
save_stages: False
gpu_idx: ['5']
local_rank: 0
channels_last: False
distributed: False
world_size: 1

=> Global rank of the current node is 0 and the process id is 25427.
=> There are 1 process(es) runing on GPU(s).
=> Visible GPU(s) are ['5'] for running 1 process(es).
=> Execute `nvidia-smi` on a differnt terminal to see used GPUs.
=> GPU 5 whose id is 0 is being used for training of the current process.

=> The model, i.e., conv2a, is being replicated on 1 processes.

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  10/1000] | Time(avg): 0.74 | Speed: (pics/sec):   816
Learning rate: 0.00020000 | Curr loss: 2.3755 | Avg loss: 2.4602 | Prec@1(avg) 15.00 % | Prec@5(avg) 55.67 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  20/1000] | Time(avg): 0.45 | Speed: (pics/sec):  1339
Learning rate: 0.00020000 | Curr loss: 2.1465 | Avg loss: 2.3579 | Prec@1(avg) 16.67 % | Prec@5(avg) 58.58 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  30/1000] | Time(avg): 0.36 | Speed: (pics/sec):  1647
Learning rate: 0.00020000 | Curr loss: 2.1461 | Avg loss: 2.3094 | Prec@1(avg) 18.11 % | Prec@5(avg) 59.67 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  40/1000] | Time(avg): 0.31 | Speed: (pics/sec):  1944
Learning rate: 0.00020000 | Curr loss: 2.2142 | Avg loss: 2.2807 | Prec@1(avg) 19.33 % | Prec@5(avg) 61.25 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  50/1000] | Time(avg): 0.28 | Speed: (pics/sec):  2132
Learning rate: 0.00020000 | Curr loss: 2.1281 | Avg loss: 2.2543 | Prec@1(avg) 20.63 % | Prec@5(avg) 63.67 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  60/1000] | Time(avg): 0.27 | Speed: (pics/sec):  2264
Learning rate: 0.00020000 | Curr loss: 2.1472 | Avg loss: 2.2324 | Prec@1(avg) 21.81 % | Prec@5(avg) 65.25 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  70/1000] | Time(avg): 0.26 | Speed: (pics/sec):  2314
Learning rate: 0.00020000 | Curr loss: 2.1294 | Avg loss: 2.2167 | Prec@1(avg) 22.50 % | Prec@5(avg) 67.02 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  80/1000] | Time(avg): 0.24 | Speed: (pics/sec):  2499
Learning rate: 0.00020000 | Curr loss: 2.0138 | Avg loss: 2.1984 | Prec@1(avg) 23.81 % | Prec@5(avg) 68.04 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  90/1000] | Time(avg): 0.24 | Speed: (pics/sec):  2466
Learning rate: 0.00020000 | Curr loss: 2.1188 | Avg loss: 2.1842 | Prec@1(avg) 24.19 % | Prec@5(avg) 68.87 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 100/1000] | Time(avg): 0.24 | Speed: (pics/sec):  2463
Learning rate: 0.00020000 | Curr loss: 2.0802 | Avg loss: 2.1706 | Prec@1(avg) 24.57 % | Prec@5(avg) 69.92 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 110/1000] | Time(avg): 0.25 | Speed: (pics/sec):  2403
Learning rate: 0.00020000 | Curr loss: 1.9246 | Avg loss: 2.1575 | Prec@1(avg) 24.92 % | Prec@5(avg) 70.71 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 120/1000] | Time(avg): 0.24 | Speed: (pics/sec):  2474
Learning rate: 0.00020000 | Curr loss: 2.0349 | Avg loss: 2.1439 | Prec@1(avg) 25.62 % | Prec@5(avg) 71.56 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 130/1000] | Time(avg): 0.25 | Speed: (pics/sec):  2359
Learning rate: 0.00020000 | Curr loss: 1.9229 | Avg loss: 2.1323 | Prec@1(avg) 25.76 % | Prec@5(avg) 71.99 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 140/1000] | Time(avg): 0.26 | Speed: (pics/sec):  2295
Learning rate: 0.00020000 | Curr loss: 1.8607 | Avg loss: 2.1189 | Prec@1(avg) 26.08 % | Prec@5(avg) 73.02 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 150/1000] | Time(avg): 0.26 | Speed: (pics/sec):  2287
Learning rate: 0.00020000 | Curr loss: 1.9815 | Avg loss: 2.1087 | Prec@1(avg) 26.33 % | Prec@5(avg) 73.94 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 160/1000] | Time(avg): 0.26 | Speed: (pics/sec):  2285
Learning rate: 0.00020000 | Curr loss: 1.8475 | Avg loss: 2.0974 | Prec@1(avg) 26.65 % | Prec@5(avg) 74.34 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 170/1000] | Time(avg): 0.26 | Speed: (pics/sec):  2291
Learning rate: 0.00020000 | Curr loss: 1.8488 | Avg loss: 2.0893 | Prec@1(avg) 27.01 % | Prec@5(avg) 74.84 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 180/1000] | Time(avg): 0.26 | Speed: (pics/sec):  2299
Learning rate: 0.00020000 | Curr loss: 1.8419 | Avg loss: 2.0810 | Prec@1(avg) 27.27 % | Prec@5(avg) 75.44 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 190/1000] | Time(avg): 0.27 | Speed: (pics/sec):  2236
Learning rate: 0.00020000 | Curr loss: 1.9302 | Avg loss: 2.0715 | Prec@1(avg) 27.57 % | Prec@5(avg) 76.01 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 200/1000] | Time(avg): 0.27 | Speed: (pics/sec):  2255
Learning rate: 0.00020000 | Curr loss: 1.9611 | Avg loss: 2.0651 | Prec@1(avg) 27.87 % | Prec@5(avg) 76.45 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 210/1000] | Time(avg): 0.26 | Speed: (pics/sec):  2277
Learning rate: 0.00020000 | Curr loss: 1.7901 | Avg loss: 2.0561 | Prec@1(avg) 28.30 % | Prec@5(avg) 76.96 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 220/1000] | Time(avg): 0.26 | Speed: (pics/sec):  2275
Learning rate: 0.00020000 | Curr loss: 1.8648 | Avg loss: 2.0488 | Prec@1(avg) 28.46 % | Prec@5(avg) 77.36 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 230/1000] | Time(avg): 0.26 | Speed: (pics/sec):  2282
Learning rate: 0.00020000 | Curr loss: 1.8374 | Avg loss: 2.0395 | Prec@1(avg) 28.87 % | Prec@5(avg) 77.73 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 240/1000] | Time(avg): 0.26 | Speed: (pics/sec):  2309
Learning rate: 0.00020000 | Curr loss: 1.7222 | Avg loss: 2.0310 | Prec@1(avg) 29.16 % | Prec@5(avg) 78.22 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 250/1000] | Time(avg): 0.26 | Speed: (pics/sec):  2320
Learning rate: 0.00020000 | Curr loss: 1.7945 | Avg loss: 2.0242 | Prec@1(avg) 29.38 % | Prec@5(avg) 78.56 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 260/1000] | Time(avg): 0.26 | Speed: (pics/sec):  2300
Learning rate: 0.00020000 | Curr loss: 1.9338 | Avg loss: 2.0175 | Prec@1(avg) 29.58 % | Prec@5(avg) 78.94 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 270/1000] | Time(avg): 0.26 | Speed: (pics/sec):  2317
Learning rate: 0.00020000 | Curr loss: 1.8614 | Avg loss: 2.0109 | Prec@1(avg) 29.77 % | Prec@5(avg) 79.38 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 280/1000] | Time(avg): 0.26 | Speed: (pics/sec):  2322
Learning rate: 0.00020000 | Curr loss: 1.8439 | Avg loss: 2.0055 | Prec@1(avg) 30.07 % | Prec@5(avg) 79.68 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 290/1000] | Time(avg): 0.26 | Speed: (pics/sec):  2336
Learning rate: 0.00020000 | Curr loss: 1.8618 | Avg loss: 1.9990 | Prec@1(avg) 30.35 % | Prec@5(avg) 80.01 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 300/1000] | Time(avg): 0.25 | Speed: (pics/sec):  2356
